#TYPE System.Diagnostics.Process
"Name","SI","Handles","VM","WS","PM","NPM","Path","Company","CPU","FileVersion","ProductVersion","Description","Product","__NounName","BasePriority","ExitCode","HasExited","ExitTime","Handle","SafeHandle","HandleCount","Id","MachineName","MainWindowHandle","MainWindowTitle","MainModule","MaxWorkingSet","MinWorkingSet","Modules","NonpagedSystemMemorySize","NonpagedSystemMemorySize64","PagedMemorySize","PagedMemorySize64","PagedSystemMemorySize","PagedSystemMemorySize64","PeakPagedMemorySize","PeakPagedMemorySize64","PeakWorkingSet","PeakWorkingSet64","PeakVirtualMemorySize","PeakVirtualMemorySize64","PriorityBoostEnabled","PriorityClass","PrivateMemorySize","PrivateMemorySize64","PrivilegedProcessorTime","ProcessName","ProcessorAffinity","Responding","SessionId","StartInfo","StartTime","SynchronizingObject","Threads","TotalProcessorTime","UserProcessorTime","VirtualMemorySize","VirtualMemorySize64","EnableRaisingEvents","StandardInput","StandardOutput","StandardError","WorkingSet","WorkingSet64","Site","Container"
"NisSrv","0","962","2199136788480","13778944","49848320","31920",,,,,,,,"Process","8",,,,,,"962","12248",".","0","",,,,,"31920","31920","49848320","49848320","175336","175336","87900160","87900160","49467392","49467392","154005504","2199177261056",,,"49848320","49848320",,"NisSrv",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"113532928","2199136788480","False",,,,"13778944","13778944",,
"notepad++","20","312","184057856","20733952","9469952","20320","C:\Program Files (x86)\Notepad++\notepad++.exe","Don HO don.h@free.fr","5.828125","7.51","7.51","Notepad++ : a free (GNU) source code editor","Notepad++","Process","8",,"False",,"4720","Microsoft.Win32.SafeHandles.SafeProcessHandle","312","17412",".","458996","*C:\Users\703021219\Documents\Active Notepad Files\new  0.txt - Notepad++","System.Diagnostics.ProcessModule (notepad++.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","20320","20320","9469952","9469952","357776","357776","9814016","9814016","25452544","25452544","203554816","203554816","True","Normal","9469952","9469952","00:00:04.2968750","notepad++","15","True","20","System.Diagnostics.ProcessStartInfo","3/22/2018 7:08:35 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:05.8281250","00:00:01.5312500","184057856","184057856","False",,,,"20733952","20733952",,
"ONENOTE","20","5583","595845120","136867840","97734656","59432","C:\Program Files (x86)\Microsoft Office\Office15\ONENOTE.EXE","Microsoft Corporation","69.625","15.0.4981.1000","15.0.4981.1000","Microsoft OneNote","Microsoft OneNote","Process","8",,"False",,"3908","Microsoft.Win32.SafeHandles.SafeProcessHandle","5583","2088",".","66650","vNIC Templates List (ESX) (Updating) - (Orlando)  - OneNote","System.Diagnostics.ProcessModule (ONENOTE.EXE)","1413120","204800","System.Diagnostics.ProcessModuleCollection","59432","59432","97734656","97734656","1133032","1133032","226738176","226738176","247984128","247984128","897064960","897064960","True","Normal","97734656","97734656","00:00:26.7343750","ONENOTE","15","True","20","System.Diagnostics.ProcessStartInfo","3/22/2018 7:08:38 AM",,"System.Diagnostics.ProcessThreadCollection","00:01:09.6250000","00:00:42.8906250","595845120","595845120","False",,,,"136867840","136867840",,
"ONENOTEM","20","155","154030080","6389760","2703360","12568","C:\Program Files (x86)\Microsoft Office\Office15\ONENOTEM.EXE","Microsoft Corporation","0.09375","15.0.4787.1000","15.0.4787.1000","Send to OneNote Tool","Microsoft OneNote","Process","8",,"False",,"4520","Microsoft.Win32.SafeHandles.SafeProcessHandle","155","6360",".","66796","Send To OneNote","System.Diagnostics.ProcessModule (ONENOTEM.EXE)","1413120","204800","System.Diagnostics.ProcessModuleCollection","12568","12568","2703360","2703360","299600","299600","2957312","2957312","9207808","9207808","174551040","174551040","True","Normal","2703360","2703360","00:00:00.0625000","ONENOTEM","15","True","20","System.Diagnostics.ProcessStartInfo","3/22/2018 7:08:42 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0937500","00:00:00.0312500","154030080","154030080","False",,,,"6389760","6389760",,
"openvpnserv","0","141","63344640","1228800","1683456","7936",,,,,,,,"Process","8",,,,,,"141","4440",".","0","",,,,,"7936","7936","1683456","1683456","120344","120344","1744896","1744896","6758400","6758400","69636096","69636096",,,"1683456","1683456",,"openvpnserv",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"63344640","63344640","False",,,,"1228800","1228800",,
"OUTLOOK","20","4027","885014528","137351168","152723456","86744","C:\Program Files (x86)\Microsoft Office\Office15\OUTLOOK.EXE","Microsoft Corporation","46.84375","15.0.5007.1000","15.0.5007.1000","Microsoft Outlook","Microsoft Outlook","Process","8",,"False",,"4512","Microsoft.Win32.SafeHandles.SafeProcessHandle","4027","9040",".","67482","Inbox - Joshua.Rawlins@UniversalOrlando.com - Outlook","System.Diagnostics.ProcessModule (OUTLOOK.EXE)","1413120","204800","System.Diagnostics.ProcessModuleCollection","86744","86744","152723456","152723456","1389008","1389008","160096256","160096256","174915584","174915584","944435200","944435200","True","Normal","152723456","152723456","00:00:16.4843750","OUTLOOK","15","True","20","System.Diagnostics.ProcessStartInfo","3/22/2018 7:09:22 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:46.8437500","00:00:30.3593750","885014528","885014528","False",,,,"137351168","137351168",,
"powershell","20","495","2199671328768","56717312","50274304","25704","C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe","Microsoft Corporation","0.484375","10.0.15063.0 (WinBuild.160101.0800)","10.0.15063.0","Windows PowerShell","Microsoft? Windows? Operating System","Process","8",,"False",,"4332","Microsoft.Win32.SafeHandles.SafeProcessHandle","495","5584",".","0","","System.Diagnostics.ProcessModule (powershell.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","25704","25704","50274304","50274304","458280","458280","52875264","52875264","58171392","58171392","655740928","2199678996480","True","Normal","50274304","50274304","00:00:00.2343750","powershell","15","True","20","System.Diagnostics.ProcessStartInfo","3/22/2018 8:53:06 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.4843750","00:00:00.2500000","648073216","2199671328768","False",,,,"56717312","56717312",,
"powershell","20","810","2199780945920","323817472","316354560","54344","C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe","Microsoft Corporation","25.09375","10.0.15063.0 (WinBuild.160101.0800)","10.0.15063.0","Windows PowerShell","Microsoft? Windows? Operating System","Process","8",,"False",,"4492","Microsoft.Win32.SafeHandles.SafeProcessHandle","810","6752",".","0","","System.Diagnostics.ProcessModule (powershell.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","54344","54344","316354560","316354560","603360","603360","363323392","363323392","360988672","360988672","769970176","2199793225728","True","Normal","316354560","316354560","00:00:13.4062500","powershell","15","True","20","System.Diagnostics.ProcessStartInfo","3/22/2018 8:53:09 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:25.1093750","00:00:11.7031250","757690368","2199780945920","False",,,,"323817472","323817472",,
"powershell","20","405","2199670288384","38592512","49983488","25432","C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe","Microsoft Corporation","0.578125","10.0.15063.0 (WinBuild.160101.0800)","10.0.15063.0","Windows PowerShell","Microsoft? Windows? Operating System","Process","8",,"False",,"4636","Microsoft.Win32.SafeHandles.SafeProcessHandle","405","11988",".","0","","System.Diagnostics.ProcessModule (powershell.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","25432","25432","49983488","49983488","451336","451336","53923840","53923840","59138048","59138048","656994304","2199680249856","True","Normal","49983488","49983488","00:00:00.4218750","powershell","15","True","20","System.Diagnostics.ProcessStartInfo","3/22/2018 7:36:52 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.5781250","00:00:00.1562500","647032832","2199670288384","False",,,,"38592512","38592512",,
"powershell","20","835","2200073797632","94666752","538517504","69256","C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe","Microsoft Corporation","8.953125","10.0.15063.0 (WinBuild.160101.0800)","10.0.15063.0","Windows PowerShell","Microsoft? Windows? Operating System","Process","8",,"False",,"4648","Microsoft.Win32.SafeHandles.SafeProcessHandle","835","19260",".","725132","Cisco UCS Central PowerTool 2.3.1.5","System.Diagnostics.ProcessModule (powershell.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","69256","69256","538517504","538517504","667312","667312","661975040","661975040","691064832","691064832","1169825792","2200193081344","True","Normal","538517504","538517504","00:00:01.5312500","powershell","15","True","20","System.Diagnostics.ProcessStartInfo","3/22/2018 7:40:29 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:08.9531250","00:00:07.4218750","1050542080","2200073797632","False",,,,"94666752","94666752",,
"powershell","20","937","2199814705152","92655616","250990592","71040","C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe","Microsoft Corporation","16.53125","10.0.15063.0 (WinBuild.160101.0800)","10.0.15063.0","Windows PowerShell","Microsoft? Windows? Operating System","Process","8",,"False",,"4380","Microsoft.Win32.SafeHandles.SafeProcessHandle","937","19828",".","0","","System.Diagnostics.ProcessModule (powershell.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","71040","71040","250990592","250990592","668936","668936","367169536","367169536","364961792","364961792","821231616","2199844487168","True","Normal","250990592","250990592","00:00:07.9687500","powershell","15","True","20","System.Diagnostics.ProcessStartInfo","3/22/2018 7:36:55 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:16.5312500","00:00:08.5625000","791449600","2199814705152","False",,,,"92655616","92655616",,
"PresentationFontCache","0","214","549949440","1748992","30597120","26576",,,,,,,,"Process","8",,,,,,"214","6840",".","0","",,,,,"26576","26576","30597120","30597120","261528","261528","33021952","33021952","26288128","26288128","590241792","590241792",,,"30597120","30597120",,"PresentationFontCache",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"549949440","549949440","False",,,,"1748992","1748992",,
"PrivacyIconClient","20","366","683986944","17698816","30068736","36400","C:\Program Files (x86)\Intel\Intel(R) Management Engine Components\IMSS\PrivacyIconClient.exe","Intel Corporation","1.875","11.0.0.1020","11.0.0.1020","Intel(R) Management and Security Status","Intel(R) Management and Security Status","Process","8",,"False",,"2476","Microsoft.Win32.SafeHandles.SafeProcessHandle","366","10232",".","0","","System.Diagnostics.ProcessModule (PrivacyIconClient.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","36400","36400","30068736","30068736","517792","517792","39047168","39047168","53018624","53018624","714203136","714203136","True","Normal","30068736","30068736","00:00:00.6093750","PrivacyIconClient","15","True","20","System.Diagnostics.ProcessStartInfo","3/22/2018 7:12:08 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:01.8750000","00:00:01.2656250","683986944","683986944","False",,,,"17698816","17698816",,
"RAVBg64","20","411","591458304","5369856","19542016","33816","C:\Program Files\Realtek\Audio\HDA\RAVBg64.exe","Realtek Semiconductor","0.6875","1, 0, 0, 239","1, 0, 0, 239","HD Audio Background Process","HD Audio Background Process","Process","6",,"False",,"4704","Microsoft.Win32.SafeHandles.SafeProcessHandle","411","232",".","0","","System.Diagnostics.ProcessModule (RAVBg64.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","33816","33816","19542016","19542016","343776","343776","19783680","19783680","27172864","27172864","595107840","595107840","True","BelowNormal","19542016","19542016","00:00:00.2812500","RAVBg64","15","True","20","System.Diagnostics.ProcessStartInfo","3/22/2018 7:08:55 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.6875000","00:00:00.4062500","591458304","591458304","False",,,,"5369856","5369856",,
"RAVBg64","20","304","124370944","10706944","6336512","14744",,,,,,,,"Process","8",,,,,,"304","10200",".","0","",,,,,"14744","14744","6336512","6336512","241512","241512","6537216","6537216","15618048","15618048","130256896","130256896",,,"6336512","6336512",,"RAVBg64",,"True","20","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"124370944","124370944","False",,,,"10706944","10706944",,
"RAVBg64","20","296","118542336","10502144","4988928","13928",,,,,,,,"Process","8",,,,,,"296","20736",".","0","",,,,,"13928","13928","4988928","4988928","233032","233032","5230592","5230592","14548992","14548992","124833792","124833792",,,"4988928","4988928",,"RAVBg64",,"True","20","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"118542336","118542336","False",,,,"10502144","10502144",,
"RAVBg64","20","339","137707520","11055104","9920512","17520","C:\Program Files\Realtek\Audio\HDA\RAVBg64.exe","Realtek Semiconductor","0.671875","1, 0, 0, 239","1, 0, 0, 239","HD Audio Background Process","HD Audio Background Process","Process","8",,"False",,"4428","Microsoft.Win32.SafeHandles.SafeProcessHandle","339","24464",".","0","","System.Diagnostics.ProcessModule (RAVBg64.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","17520","17520","9920512","9920512","250800","250800","14667776","14667776","22073344","22073344","159850496","159850496","True","Normal","9920512","9920512","00:00:00.3593750","RAVBg64","15","True","20","System.Diagnostics.ProcessStartInfo","3/22/2018 7:08:43 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.6718750","00:00:00.3125000","137707520","137707520","False",,,,"11055104","11055104",,
"RegSrvc","0","161","82399232","2867200","2568192","9712",,,,,,,,"Process","8",,,,,,"161","4420",".","0","",,,,,"9712","9712","2568192","2568192","159464","159464","2695168","2695168","10596352","10596352","88723456","88723456",,,"2568192","2568192",,"RegSrvc",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"82399232","82399232","False",,,,"2867200","2867200",,
"RtkAudioService64","0","225","71389184","2318336","2609152","9168",,,,,,,,"Process","8",,,,,,"225","2408",".","0","",,,,,"9168","9168","2609152","2609152","136872","136872","2899968","2899968","9039872","9039872","76632064","76632064",,,"2609152","2609152",,"RtkAudioService64",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"71389184","71389184","False",,,,"2318336","2318336",,
"RtkNGUI64","20","398","140070912","12386304","5439488","16384","C:\Program Files\Realtek\Audio\HDA\RtkNGUI64.exe","Realtek Semiconductor","0.3125","1.0.543.2","1.0.543.2","Realtek HD Audio Manager","Realtek HD USB Audio Manager","Process","8",,"False",,"3452","Microsoft.Win32.SafeHandles.SafeProcessHandle","398","21372",".","0","","System.Diagnostics.ProcessModule (RtkNGUI64.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","16384","16384","5439488","5439488","277800","277800","5619712","5619712","15454208","15454208","164786176","164786176","True","Normal","5439488","5439488","00:00:00.2656250","RtkNGUI64","15","True","20","System.Diagnostics.ProcessStartInfo","3/22/2018 7:08:42 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.3125000","00:00:00.0468750","140070912","140070912","False",,,,"12386304","12386304",,
"RuntimeBroker","20","677","2199302299648","48492544","25096192","37904","C:\Windows\System32\RuntimeBroker.exe","Microsoft Corporation","10.359375","10.0.15063.0 (WinBuild.160101.0800)","10.0.15063.0","Runtime Broker","Microsoft? Windows? Operating System","Process","8",,"False",,"4560","Microsoft.Win32.SafeHandles.SafeProcessHandle","677","9428",".","0","","System.Diagnostics.ProcessModule (RuntimeBroker.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","37904","37904","25096192","25096192","532040","532040","31064064","31064064","65351680","65351680","369377280","2199392632832","True","Normal","25096192","25096192","00:00:06.3437500","RuntimeBroker","15","True","20","System.Diagnostics.ProcessStartInfo","3/22/2018 7:08:27 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:10.3593750","00:00:04.0156250","279044096","2199302299648","False",,,,"48492544","48492544",,
"SCNotification","20","391","258510848","27856896","27291648","25136","C:\Windows\CCM\SCNotification.exe","Microsoft Corporation","0.734375","5.0.8498.1000","5.0.8498.1000","SCNotification","System Center Configuration Manager","Process","8",,"False",,"1972","Microsoft.Win32.SafeHandles.SafeProcessHandle","391","7336",".","0","","System.Diagnostics.ProcessModule (SCNotification.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","25136","25136","27291648","27291648","446632","446632","27308032","27308032","34639872","34639872","263929856","263929856","True","Normal","27291648","27291648","00:00:00.2812500","SCNotification","15","True","20","System.Diagnostics.ProcessStartInfo","3/22/2018 7:08:38 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.7343750","00:00:00.4531250","258510848","258510848","False",,,,"27856896","27856896",,
"SearchFilterHost","0","114","2199063355392","7467008","2031616","8144",,,,,,,,"Process","4",,,,,,"114","21800",".","0","",,,,,"8144","8144","2031616","2031616","92416","92416","2195456","2195456","7606272","7606272","41672704","2199064928256",,,"2031616","2031616",,"SearchFilterHost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"40099840","2199063355392","False",,,,"7467008","7467008",,
"SearchIndexer","0","870","2199459643392","74969088","65998848","76520",,,,,,,,"Process","8",,,,,,"870","9668",".","0","",,,,,"76520","76520","65998848","65998848","287048","287048","157601792","157601792","162811904","162811904","441774080","2199465029632",,,"65998848","65998848",,"SearchIndexer",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"436387840","2199459643392","False",,,,"74969088","74969088",,
"SearchProtocolHost","0","362","2199111901184","13459456","2940928","13176",,,,,,,,"Process","4",,,,,,"362","15628",".","0","",,,,,"13176","13176","2940928","2940928","180000","180000","3158016","3158016","13684736","13684736","90726400","2199113981952",,,"2940928","2940928",,"SearchProtocolHost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"88645632","2199111901184","False",,,,"13459456","13459456",,
"SearchUI","20","909","2234228228096","98742272","46522368","64312","C:\Windows\SystemApps\Microsoft.Windows.Cortana_cw5n1h2txyewy\SearchUI.exe","Microsoft Corporation","1.53125","10.0.15063.909 (WinBuild.160101.0800)","10.0.15063.909","Search and Cortana application","Microsoft? Windows? Operating System","Process","8",,"False",,"4276","Microsoft.Win32.SafeHandles.SafeProcessHandle","909","24484",".","0","","System.Diagnostics.ProcessModule (SearchUI.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","64312","64312","46522368","46522368","772152","772152","60350464","60350464","112111616","112111616","902819840","2234285813760","True","Normal","46522368","46522368","00:00:00.4843750","SearchUI","15","True","20","System.Diagnostics.ProcessStartInfo","3/22/2018 7:08:27 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:01.5312500","00:00:01.0468750","845234176","2234228228096","False",,,,"98742272","98742272",,
"SecurityHealthService","0","743","2199113908224","13443072","11206656","18080",,,,,,,,"Process","8",,,,,,"743","4540",".","0","",,,,,"18080","18080","11206656","11206656","182984","182984","17321984","17321984","20668416","20668416","150384640","2199173640192",,,"11206656","11206656",,"SecurityHealthService",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"90652672","2199113908224","False",,,,"13443072","13443072",,
"services","0","830","2199077036032","11571200","8531968","12760",,,,,,,,"Process","9",,,,,,"830","772",".","0","",,,,,"12760","12760","8531968","8531968","214008","214008","15753216","15753216","17543168","17543168","347836416","2199371091968",,,"8531968","8531968",,"services",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"53780480","2199077036032","False",,,,"11571200","11571200",,
"ShellExperienceHost","20","1279","2199545585664","92966912","47316992","43912","C:\Windows\SystemApps\ShellExperienceHost_cw5n1h2txyewy\ShellExperienceHost.exe","Microsoft Corporation","4.109375","10.0.15063.909 (WinBuild.160101.0800)","10.0.15063.909","Windows Shell Experience Host","Microsoft? Windows? Operating System","Process","8",,"False",,"1896","Microsoft.Win32.SafeHandles.SafeProcessHandle","1279","21664",".","199666","Windows Shell Experience Host","System.Diagnostics.ProcessModule (ShellExperienceHost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","43912","43912","47316992","47316992","965800","965800","49737728","49737728","96268288","96268288","541523968","2199564779520","True","Normal","47316992","47316992","00:00:01.5000000","ShellExperienceHost","15","False","20","System.Diagnostics.ProcessStartInfo","3/22/2018 7:08:58 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:04.1093750","00:00:02.6093750","522330112","2199545585664","False",,,,"92966912","92966912",,
"sihost","20","505","2199152631808","23023616","6926336","16984","c:\windows\system32\sihost.exe","Microsoft Corporation","2.578125","10.0.15063.0 (WinBuild.160101.0800)","10.0.15063.0","Shell Infrastructure Host","Microsoft? Windows? Operating System","Process","8",,"False",,"4104","Microsoft.Win32.SafeHandles.SafeProcessHandle","505","11760",".","0","","System.Diagnostics.ProcessModule (sihost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","16984","16984","6926336","6926336","250152","250152","7417856","7417856","25108480","25108480","167055360","2199190310912","True","Normal","6926336","6926336","00:00:01.4687500","sihost","15","True","20","System.Diagnostics.ProcessStartInfo","3/22/2018 7:08:24 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:02.5781250","00:00:01.1093750","129376256","2199152631808","False",,,,"23023616","23023616",,
"SISIDSService","0","337","105545728","4829184","6877184","21032",,,,,,,,"Process","8",,,,,,"337","4660",".","0","",,,,,"21032","21032","6877184","6877184","148424","148424","7094272","7094272","12718080","12718080","111992832","111992832",,,"6877184","6877184",,"SISIDSService",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"105545728","105545728","False",,,,"4829184","4829184",,
"SISIPSService","0","195","51716096","4894720","6557696","15992",,,,,,,,"Process","8",,,,,,"195","4668",".","0","",,,,,"15992","15992","6557696","6557696","82344","82344","7028736","7028736","12857344","12857344","69541888","69541888",,,"6557696","6557696",,"SISIPSService",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"51716096","51716096","False",,,,"4894720","4894720",,
"sisipsutil","0","100","24502272","995328","1581056","6776",,,,,,,,"Process","8",,,,,,"100","4648",".","0","",,,,,"6776","6776","1581056","1581056","43144","43144","1740800","1740800","5439488","5439488","30121984","30121984",,,"1581056","1581056",,"sisipsutil",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"24502272","24502272","False",,,,"995328","995328",,
"slack","20","442","2200190562304","98222080","192393216","64208","C:\Users\703021219\AppData\Local\slack\app-3.1.0\slack.exe","Slack Technologies","24.5625","3.1.0","3.1.0","Slack","Slack","Process","4",,"False",,"760","Microsoft.Win32.SafeHandles.SafeProcessHandle","442","14556",".","0","","System.Diagnostics.ProcessModule (slack.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","64208","64208","192393216","192393216","659128","659128","240267264","240267264","276963328","276963328","1200041984","2200223297536","True","Idle","192393216","192393216","00:00:04.2968750","slack","15","True","20","System.Diagnostics.ProcessStartInfo","3/22/2018 7:09:15 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:24.5625000","00:00:20.2656250","1167306752","2200190562304","False",,,,"98222080","98222080",,
"slack","20","766","2200018366464","86777856","75935744","54008","C:\Users\703021219\AppData\Local\slack\app-3.1.0\slack.exe","Slack Technologies","22.71875","3.1.0","3.1.0","Slack","Slack","Process","8",,"False",,"4712","Microsoft.Win32.SafeHandles.SafeProcessHandle","766","17440",".","67202","Slack - Digital Experience Platform","System.Diagnostics.ProcessModule (slack.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","54008","54008","75935744","75935744","666064","666064","129867776","129867776","170917888","170917888","1030053888","2200053309440","True","Normal","75935744","75935744","00:00:07.6093750","slack","15","True","20","System.Diagnostics.ProcessStartInfo","3/22/2018 7:08:58 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:22.7187500","00:00:15.1093750","995110912","2200018366464","False",,,,"86777856","86777856",,
"slack","20","387","2199664898048","59305984","54140928","23776","C:\Users\703021219\AppData\Local\slack\app-3.1.0\slack.exe","Slack Technologies","9.5","3.1.0","3.1.0","Slack","Slack","Process","8",,"False",,"3492","Microsoft.Win32.SafeHandles.SafeProcessHandle","387","18080",".","0","","System.Diagnostics.ProcessModule (slack.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","23776","23776","54140928","54140928","783840","783840","442097664","442097664","118890496","118890496","938033152","2199961288704","True","Normal","54140928","54140928","00:00:05.1250000","slack","15","True","20","System.Diagnostics.ProcessStartInfo","3/22/2018 7:09:12 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:09.5000000","00:00:04.3750000","641642496","2199664898048","False",,,,"59305984","59305984",,
"slack","20","355","2199953588224","45854720","68542464","37688","C:\Users\703021219\AppData\Local\slack\app-3.1.0\slack.exe","Slack Technologies","4.75","3.1.0","3.1.0","Slack","Slack","Process","4",,"False",,"4256","Microsoft.Win32.SafeHandles.SafeProcessHandle","355","18092",".","0","","System.Diagnostics.ProcessModule (slack.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","37688","37688","68542464","68542464","492184","492184","106713088","106713088","115654656","115654656","937738240","2199960993792","True","Idle","68542464","68542464","00:00:02.2343750","slack","15","True","20","System.Diagnostics.ProcessStartInfo","3/22/2018 7:09:15 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:04.7500000","00:00:02.5156250","930332672","2199953588224","False",,,,"45854720","45854720",,
"slack","20","179","2199237955584","9969664","7020544","12576","C:\Users\703021219\AppData\Local\slack\app-3.1.0\slack.exe","Slack Technologies","0.140625","3.1.0","3.1.0","Slack","Slack","Process","8",,"False",,"4120","Microsoft.Win32.SafeHandles.SafeProcessHandle","179","18832",".","0","","System.Diagnostics.ProcessModule (slack.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","12576","12576","7020544","7020544","426192","426192","7192576","7192576","13152256","13152256","219942912","2199243198464","True","Normal","7020544","7020544","00:00:00.1093750","slack","15","True","20","System.Diagnostics.ProcessStartInfo","3/22/2018 7:09:13 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.1406250","00:00:00.0312500","214700032","2199237955584","False",,,,"9969664","9969664",,
"smss","0","52","2199029911552","303104","454656","2680",,,,,,,,"Process","11",,,,,,"52","408",".","0","",,,,,"2680","2680","454656","454656","12864","12864","524288","524288","1196032","1196032","27852800","2199051108352",,,"454656","454656",,"smss",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"6656000","2199029911552","False",,,,"303104","303104",,
"Snagit32","20","680","580988928","62730240","73027584","56792","C:\Program Files (x86)\TechSmith\Snagit 12\Snagit32.exe","TechSmith Corporation","3.09375","12.4.1.3036","12.4.1.3036","Snagit","Snagit","Process","8",,"False",,"4388","Microsoft.Win32.SafeHandles.SafeProcessHandle","680","4460",".","0","","System.Diagnostics.ProcessModule (Snagit32.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","56792","56792","73027584","73027584","866504","866504","74571776","74571776","91975680","91975680","627150848","627150848","True","Normal","73027584","73027584","00:00:01.8593750","Snagit32","15","True","20","System.Diagnostics.ProcessStartInfo","3/22/2018 7:08:59 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:03.0937500","00:00:01.2343750","580988928","580988928","False",,,,"62730240","62730240",,
"SnagitEditor","20","769","462901248","65683456","61521920","68472","C:\Program Files (x86)\TechSmith\Snagit 12\snagiteditor.exe","TechSmith Corporation","6.53125","12.4.1.3036","12.4.1.3036","Snagit Editor","Snagit","Process","8",,"False",,"4544","Microsoft.Win32.SafeHandles.SafeProcessHandle","769","3160",".","0","","System.Diagnostics.ProcessModule (snagiteditor.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","68472","68472","61521920","61521920","803232","803232","62128128","62128128","82743296","82743296","486567936","486567936","True","Normal","61521920","61521920","00:00:03.2187500","SnagitEditor","15","True","20","System.Diagnostics.ProcessStartInfo","3/22/2018 7:09:20 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:06.5312500","00:00:03.3125000","462901248","462901248","False",,,,"65683456","65683456",,
